,creator_name,creator_id,backers_count,blurb,is_starred,category.id,category.name,category.parent_id,category.slug,country,currency,goal,spotlight,staff_pick,state,usd_pledged,usd_type,state_num,launched_at_hr,launched_at_day_in_week,launched_at_day_in_month,launched_at_mo,launched_at_yr,deadline_hr,deadline_day_in_week,deadline_day_in_month,deadline_mo,deadline_yr,created_at_hr,created_at_day_in_week,created_at_day_in_month,created_at_mo,created_at_yr,count,success,launched-created,deadline-launched,pledge_perc
2397,PlayWay,1752350052,700,"A deeply disturbing, horribly convincing video game in which a protagonist is forced to do the killing.",False,35,Video Games,12.0,games,CA,CAD,15000.0,True,False,successful,12892.8795633886,international,1,1,5,12,2,2016,24,6,19,3,2016,11,6,16,1,2016,1,True,26,36,85.95253042259067
2398,Nakeema Stefflbauer,97741841,17,"A game of luck and memory, featuring little-known black characters whose accomplishments go far beyond what's found in textbooks.",False,273,Playing Cards,12.0,games,US,USD,3000.0,False,False,failed,866.0,international,0,19,2,16,2,2016,18,6,16,4,2016,21,6,13,2,2016,1,False,2,59,28.866666666666667
2399,David Phillips,1314336751,44,"Three will struggle.  One will die.  Trivium is a cyberpunk, sci-fi, speculative fiction work.  Twelve short stories--includes art.",False,47,Fiction,18.0,publishing,US,USD,2000.0,True,False,successful,2121.0,international,1,18,5,29,6,2012,18,4,19,7,2012,19,1,25,6,2012,1,True,3,20,106.05
2400,Victor Villarreal,1717487598,59,"My goal is to fund a 3-week U.S. tour to celebrate the release of my new LP ""Invisible Cinema"".",False,40,Indie Rock,14.0,music,US,USD,1900.0,True,False,successful,2198.44,international,1,21,4,8,12,2011,4,5,13,1,2012,21,7,27,11,2011,1,True,11,35,115.70736842105262
2401,BSA at New Designers 2015,1679814986,2,It's been 10 years since Textile students at Belfast School of Art have showcased at New Designers in London: Help them make it happen!,False,289,Textiles,1.0,art,GB,GBP,1000.0,False,False,failed,61.316495999999994,international,0,11,5,5,6,2015,11,7,5,7,2015,17,1,1,6,2015,1,False,3,30,6.131649599999999
2402,Caleb and Aeilla,1050578497,1,Utilizing the natural land of Hawaii to serve the ecosystem. By growing fresh organic produce and providing a shelter for local  youth,False,309,Farms,10.0,food,US,USD,5000.0,False,False,failed,53.0,international,0,16,1,16,4,2018,16,4,24,5,2018,22,1,4,12,2017,1,False,132,38,1.06
2403,Jonas G. (MezzanineFloorStudios.com),1378655512,101,Help The Round release a new album capturing some of your favorite unique moments in collaborative live music and literary history.,False,40,Indie Rock,14.0,music,US,USD,3000.0,True,False,successful,3300.0,international,1,22,5,7,1,2011,7,5,8,4,2011,22,5,7,1,2011,1,True,0,90,110.00000000000001
2404,Drowning in Amnesty,2061216435,31,We wish to record music that intellectually and emotionally explores the human element in each of us and the complexities found within.,False,40,Indie Rock,14.0,music,US,USD,1200.0,True,False,successful,1467.0,international,1,13,5,1,2,2013,13,7,3,3,2013,5,4,24,1,2013,1,True,8,30,122.24999999999999
2405,William Brevard (deleted),738733136,2,Call forth the warriors of old to fight for as you fight to claim the throne as the ruler of the immortal plane.,False,273,Playing Cards,12.0,games,US,USD,2000.0,False,False,failed,11.0,international,0,13,1,22,8,2016,13,3,21,9,2016,6,1,7,12,2015,1,False,259,30,0.5499999999999999
2406,Neuro,718728901,49,The next steps on the path of mastery: training at eSports dojo with premiere league professionals. Ascension! ʕ •ᴥ•ʔ,False,35,Video Games,12.0,games,US,USD,500.0,True,False,successful,2320.0,international,1,1,4,3,12,2015,1,6,2,1,2016,1,3,18,11,2015,1,True,15,30,463.99999999999994
2407,Sara Trail,884085544,42,I want to create a team of young leaders that will use visual artistic expression to bring awareness to social justice issues.,False,289,Textiles,1.0,art,US,USD,2500.0,True,False,successful,2915.0,international,1,9,2,10,10,2017,10,5,24,11,2017,18,7,1,10,2017,1,True,8,45,116.6
2408,Victor Agreda Jr,1239984755,171,"A revolutionary productivity tool that uses a deck of ""kitten cards"" to plan your day. It's like Deal-A-Meal meets GTD meets Magic.",False,273,Playing Cards,12.0,games,US,USD,6000.0,True,False,successful,6973.0,international,1,23,2,11,9,2018,2,1,15,10,2018,20,5,7,9,2018,1,True,4,33,116.21666666666665
2409,Justin Krebs,280586197,77,"Drinking Liberally co-founder Justin Krebs will tour the country with ""538 Ways to Live, Work & Play Like a Liberal.""  Can you donate funds or miles?",False,48,Nonfiction,18.0,publishing,US,USD,5000.0,True,False,successful,5076.0,international,1,23,1,31,5,2010,1,2,13,7,2010,17,1,31,5,2010,1,True,0,42,101.52000000000001
2410,Tatiana Cichowska Doroshenko,850978717,13,Last year we made an awesome 22 minute magic realist film called 'Earth'. Help us get Earth to LA!,False,296,Fantasy,11.0,film & video,AU,AUD,3300.0,False,False,failed,677.299653,international,0,3,5,24,7,2015,3,3,19,8,2015,6,4,25,6,2015,1,False,28,26,20.524231909090908
2412,Sketch MacQuinor,2064927831,69,"An adorable story about keeping hope in love alive.  Written for all ages and dedicated to you, for those times when you'll need it.",False,46,Children's Books,18.0,publishing,US,USD,2000.0,True,False,successful,2551.0,international,1,4,4,1,9,2011,4,2,4,10,2011,18,3,31,8,2011,1,True,0,33,127.55000000000001
2413,Greg Solano,1408519772,0,Calendar featuring your show cars and trucks from throughout America. You submit your photo for inclusion in the calendar!,False,325,Calendars,18.0,publishing,US,USD,1200.0,False,False,failed,0.0,international,0,14,5,1,8,2014,2,6,6,9,2014,19,2,29,7,2014,1,False,2,35,0.0
2414,Sithog,1957041092,328,"A dreadfully dark adventure of occult, horror, and family bonding.",False,35,Video Games,12.0,games,US,USD,7000.0,True,True,successful,8008.14,international,1,23,2,5,3,2013,22,4,4,4,2013,6,5,1,3,2013,1,True,4,29,114.402
2415,House of Hartsoe,356411186,33,This edition features new Badgirl Cosplay art from legendary indie comics creator Everette Hartsoe. Limited to 300 decks world-wide.,False,273,Playing Cards,12.0,games,US,USD,99.0,True,False,successful,1544.0,international,1,18,2,19,6,2018,18,2,26,6,2018,1,4,14,6,2018,1,True,5,7,1559.5959595959596
2417,Jenna Hollander,663027460,10,I'm decorating a flight of stairs at my school into a piece of art using tiles and paint to incorporate more art into the campus.,False,289,Textiles,1.0,art,US,USD,300.0,True,False,successful,345.0,international,1,6,1,14,12,2015,6,3,13,1,2016,20,4,3,12,2015,1,True,10,30,114.99999999999999
2418,Debbie and Mike Schramer,1565469303,8,Transform your idea of art & film with this amazingly detailed fantasy house made entirely from natural materials and pure imagination.,False,54,Mixed Media,1.0,art,US,USD,1000.0,False,False,failed,102.77,international,0,4,7,13,11,2011,7,2,13,12,2011,2,1,24,10,2011,1,False,20,30,10.277
2419,Jonathan Nowinski,2106460047,35,An photo experiment meant to capture the carnal and raw nature of mankind. We want to turn this into a limited book of prints.,False,45,Art Books,18.0,publishing,US,USD,1000.0,True,False,successful,1016.0,international,1,22,4,3,5,2012,4,1,4,6,2012,23,2,1,5,2012,1,True,1,31,101.6
2421,Brian Estill,1774790974,0,"We need help publishing 150-200 pages Picture book of all of Marine Corp Veteran, Brian Estill's one-of-a-kind Masonry Artwork.",False,54,Mixed Media,1.0,art,US,USD,10000.0,False,False,failed,0.0,international,0,18,3,4,3,2015,17,5,3,4,2015,23,1,2,3,2015,1,False,1,29,0.0
2422,James Haney,1312783053,55,The newest custom playing card deck from James Haney at Lightcatcher Design. Printed by USPCC,False,273,Playing Cards,12.0,games,US,USD,19000.0,False,False,failed,933.0,international,0,5,2,27,1,2015,5,4,26,2,2015,23,5,23,1,2015,1,False,3,30,4.910526315789474
2423,hushicho,1777544891,10,The subject is demons. The theme is art nouveau. The result will be a magnificent collection of folklore and romance.,False,45,Art Books,18.0,publishing,US,USD,666.0,True,False,successful,666.6,international,1,22,1,15,8,2011,22,6,17,9,2011,21,1,15,8,2011,1,True,0,33,100.09009009009009
2424,Nobilis Reed,107730054,22,"I just finished Riskwear, a sci-fi romance spiced with exhibitionism, fashion, and engineers. A great story deserves a great cover.",False,47,Fiction,18.0,publishing,US,USD,500.0,True,False,successful,578.0,international,1,17,6,26,3,2011,17,2,26,4,2011,15,2,22,3,2011,1,True,4,31,115.6
2425,Bridget Moses,1284599878,20,"I started this project over two years ago, but it's here right on time. Who I am and what I'm here for is becoming clearer!",False,40,Indie Rock,14.0,music,US,USD,4000.0,True,False,successful,4045.0,international,1,21,4,26,1,2012,17,5,24,2,2012,17,2,24,1,2012,1,True,2,28,101.125
2426,Wes Hunt,836743355,5,It really is pretty simple. I want to get the necessary capital to create and sell calendars. First calendar idea: Dogs Pooping.,False,325,Calendars,18.0,publishing,US,USD,2500.0,False,False,failed,150.0,international,0,5,6,2,12,2017,5,1,1,1,2018,5,6,2,12,2017,1,False,0,30,6.0
2427,Stunmason Games,1552487445,1081,A comedy cosmic space point and click adventure. Lucas Arts style and mature game!,False,35,Video Games,12.0,games,FR,EUR,35000.0,True,False,successful,40741.31781684,international,1,7,2,9,5,2017,7,5,23,6,2017,12,1,24,4,2017,1,True,14,45,116.40376519097143
2428,Michael Flynn,1738689949,406,"Manage a tavern, explore randomly generated forests and dungeons, breed monsters, quest for recipes, interact with hundreds of NPCs",False,35,Video Games,12.0,games,GB,GBP,2800.0,True,False,successful,11561.04164215,international,1,23,5,19,9,2014,23,7,19,10,2014,16,7,14,9,2014,1,True,5,30,412.89434436249996
2430,Bart Leib,1537879721,397,The indie small press Crossed Genres wants to publish at least 6 titles through 2013 - let's make it happen!,False,47,Fiction,18.0,publishing,US,USD,4000.0,True,False,successful,15611.8,international,1,18,1,21,5,2012,22,5,22,6,2012,2,1,7,5,2012,1,True,14,32,390.29499999999996
2431,Sam Spade,444101010,1,Here is your chance to own a Sam Spade Limited Edition (1 of 200) signed mixed media watercolor poster of Marilyn Monroe,False,54,Mixed Media,1.0,art,US,USD,100.0,False,False,failed,50.0,international,0,18,7,1,6,2014,18,3,16,7,2014,2,6,17,5,2014,1,False,15,45,50.0
2432,Christina Welsh,1238237570,16,The Hugging Documentary is an interdisciplinary piece with a mission to create change with positive intention.,False,54,Mixed Media,1.0,art,US,USD,3500.0,False,False,failed,438.0,international,0,17,1,7,10,2013,18,4,21,11,2013,21,1,30,9,2013,1,False,6,45,12.514285714285714
2433,Sergio Moliner,351456280,1,"Las abejas están desapareciendo. Ayudamos a las abejas  y vamos a producir una miel única, de flores alpinas, llena de propiedades.",False,309,Farms,10.0,food,ES,EUR,1700.0,False,False,failed,12.3876441,international,0,7,3,21,2,2018,6,5,23,3,2018,10,2,13,2,2018,1,False,7,29,0.7286849470588235
2435,Ryan Bing,2093350821,26,"Glad Hearts Latest Album, Twenty Two, Pressed In A Very Limited Edition On Beautiful Vinyl With Accompanying Digital Download",False,40,Indie Rock,14.0,music,US,USD,1000.0,True,False,successful,1351.0,international,1,5,2,23,10,2012,13,2,27,11,2012,17,1,9,7,2012,1,True,105,35,135.1
2437,Dustin Poole,216072834,1,"Custom Automotive designs and modifications. Vinyl, carbon fiber, LED and metalwork to create one of a kind rolling art",False,54,Mixed Media,1.0,art,US,USD,9000.0,False,False,failed,250.0,international,0,11,4,19,11,2015,8,6,5,12,2015,22,7,15,11,2015,1,False,3,15,2.7777777777777777
2438,Christopher West,1170792018,146,This set of three full color double-sided posters empowers tabletop gamers to explore an underground realm of danger and intrigue!,False,35,Video Games,12.0,games,US,USD,7800.0,True,False,successful,8634.0,international,1,24,2,4,1,2011,5,2,1,2,2011,19,2,4,1,2011,1,True,0,27,110.6923076923077
2439,Jo,1319113722,4,"Kickstarter to help purchase a necessary greenhouse, as well as to upgrade our rabbits' current housing.",False,309,Farms,10.0,food,US,USD,1600.0,False,False,failed,92.0,international,0,20,5,9,10,2015,21,7,8,11,2015,19,2,6,10,2015,1,False,3,30,5.75
2440,Bea,852912284,5,"ZomBea's Boutique makes creepy cute horror inspired dolls and accessories. 

After 3 years on Etsy we are setting up independently!",False,289,Textiles,1.0,art,GB,GBP,500.0,False,False,failed,234.07610886,international,0,19,5,21,4,2017,19,7,21,5,2017,11,5,21,4,2017,1,False,0,30,46.815221772
2441,For Peate's Sake Homestead,806814451,6,We are a small family farm in Western New York dedicated to providing our community with humanely raised meats and local honey.,False,309,Farms,10.0,food,US,USD,15000.0,False,False,failed,457.0,international,0,16,2,6,2,2018,4,5,9,3,2018,20,3,10,1,2018,1,False,26,30,3.0466666666666664
2442,Roland Braithwaite (deleted),328074972,0,"We developed a technology that eliminates echoing in any environment, no microphone feedback, increased power handling in loudspeakers",False,339,Sound,16.0,technology,CA,CAD,285000.0,False,False,failed,0.0,international,0,11,3,14,9,2016,11,5,14,10,2016,2,7,11,9,2016,1,False,3,30,0.0
2443,U7 committee,1431370173,703,"An adventure game with visual novel-style narrative, Minotaur tells a dark mystery story set in a newly created science fantasy world.",False,35,Video Games,12.0,games,DE,EUR,30000.0,True,False,successful,38399.028770170204,international,1,19,3,12,4,2017,19,2,16,5,2017,24,6,18,3,2017,1,True,24,34,127.996762567234
2445,Jason Sorrell,739367357,7,"""The Devil Card""; is it a warning, a promise?  Incorporating a variety of esoteric and occult symbols, this sticker turns heads.",False,54,Mixed Media,1.0,art,US,USD,200.0,True,False,successful,200.0,international,1,18,1,13,6,2016,18,3,13,7,2016,16,4,9,6,2016,1,True,4,30,100.0
2446,Ryan Dennis Perry,574526472,45,We are raising the funds to record the music to our 4th album! It has been three years since the last album and we need all your help!!,False,40,Indie Rock,14.0,music,US,USD,10000.0,True,False,successful,11010.0,international,1,23,3,21,11,2012,17,2,25,12,2012,18,5,9,11,2012,1,True,12,33,110.1
2447,Christine Stoddard,1329246557,16,"In honor of our recently deceased Managing Editor, Josie Stone, we want to distribute a special free edition of QB Express across RVA!",False,49,Periodicals,18.0,publishing,US,USD,1000.0,True,False,successful,1050.3,international,1,9,1,23,1,2012,8,5,23,3,2012,5,2,15,11,2011,1,True,69,59,105.03
2448,Sunhouse,127149874,328,"The nuance and control of an acoustic drum. 
The limitless possibilities of digital sound. 
A true leap forward \u0003in drum technology.",False,339,Sound,16.0,technology,US,USD,80000.0,True,True,successful,94245.0,international,1,17,3,8,7,2015,24,3,5,8,2015,23,2,30,6,2015,1,True,7,28,117.80625
2449,Local Hero,1588940130,87,We're hitting the studio in the spring to record a full-length record. Help us fund our album!,False,40,Indie Rock,14.0,music,US,USD,4000.0,True,False,successful,5665.22,international,1,5,2,20,3,2012,5,4,19,4,2012,24,6,21,1,2012,1,True,58,30,141.6305
2450,JR Authentics,1012633071,10,A clothing line made of 100% organic cotton. Designed by local Canadian artist combining meaningful art and fashion. Limited edition,False,264,Childrenswear,9.0,fashion,CA,CAD,5000.0,False,False,failed,187.88541659999999,international,0,19,2,1,11,2016,20,4,1,12,2016,5,6,22,10,2016,1,False,10,30,3.7577083319999995
2451,Kevin Palmer,1270395063,119,"The single wireless headphone, perfect for audio books, podcasts and lecture series.",False,339,Sound,16.0,technology,GB,GBP,20000.0,False,False,failed,5228.8117608,international,0,24,4,29,6,2017,24,6,29,7,2017,11,2,13,6,2017,1,False,16,30,26.144058804000004
2452,Greg Pincus,841035608,116,Help spread poetry far and wide - on the internet and into classrooms.,False,50,Poetry,18.0,publishing,US,USD,5000.0,True,False,successful,6916.11,international,1,24,2,29,3,2011,7,2,10,5,2011,23,3,9,3,2011,1,True,20,41,138.3222
2453,Gail Stratford,239358293,0,"I have launched a site called Lizzie Borden's Attic. It offeres one-of-a-kind altered Barbies, shadow boxes, and book scultures",False,54,Mixed Media,1.0,art,US,USD,1000.0,False,False,failed,0.0,international,0,3,2,28,7,2015,3,4,27,8,2015,18,5,24,7,2015,1,False,3,30,0.0
2454,spencer jones,394745339,0,Young Railroad conductor attempting long time dream. Starting with a field and building a forest. Gourmet truffle orchard.,False,309,Farms,10.0,food,US,USD,175000.0,False,False,failed,0.0,international,0,19,1,14,7,2014,19,5,12,9,2014,5,3,9,7,2014,1,False,5,60,0.0
2455,Druid Gameworks,594743529,333,In an RPG of grizzly proportion players will delve into the world of a tribal humanoid bear race and fight to protect an ancient legacy,False,35,Video Games,12.0,games,US,USD,9500.0,True,False,successful,18893.0,international,1,18,5,8,8,2014,18,7,7,9,2014,21,3,16,7,2014,1,True,22,30,198.8736842105263
2456,Cruel Choices,638135171,59,"Like Cards Against Humanity? Then you'll love Cruel Choices- a cruel twist on ""Would You Rather"" thats great for groups. Easy to learn!",False,273,Playing Cards,12.0,games,US,USD,3500.0,False,False,failed,2154.0,international,0,18,4,25,6,2015,18,6,25,7,2015,17,1,18,5,2015,1,False,38,30,61.542857142857144
